time,url,dcl,load,fcp,lcp,cls,fid
1699779224.427,http://localhost:3000/campgrounds,3845,3918.900000035763,3038.2000000476837,3038.2000000476837,0,5
1699779497.144,http://localhost:3000/campgrounds,3722.2000000476837,3804.100000023842,2809.900000035763,3626.300000011921,0.000028928172936825553,5.300000011920929
1699779513.474,http://localhost:3000/campgrounds,4370.300000011921,4446.399999976158,3433,3716.199999988079,0,0
1699779584.721,http://localhost:3000/campgrounds,3322.5,3681.600000023842,2288,2554.699999988079,0,4.5
1699779758.799,http://localhost:3000/,1001.5,1765.5999999642372,932.0999999642372,932.0999999642372,0,0
1699779806.048,http://localhost:3000/,1247.800000011921,1637.300000011921,1243.199999988079,1243.199999988079,0,0
1699779825.928,http://localhost:3000/,876,1222.0999999642372,764.5999999642372,764.5999999642372,0,0
1699779868.339,http://localhost:3000/,887.8999999761581,1513,810.5,810.5,0,0
1699779907.399,http://localhost:3000/,1007.8000000119209,1348.800000011921,992.3000000119209,992.3000000119209,0,0
1699780097.478,http://localhost:3000/,1379.199999988079,1425.5999999642372,902.0999999642372,902.0999999642372,0,0
1699780220.126,http://localhost:3000/,718,897.6000000238419,718.6000000238419,718.6000000238419,0,0
1699780276.959,http://localhost:3000/,691,856,689.8999999761581,689.8999999761581,0,0
1699780284.308,http://localhost:3000/,1021.6999999880791,1177.300000011921,882.1999999880791,882.1999999880791,0,0
1699780392.883,http://localhost:3000/,486.10000002384186,863.8000000119209,456.4000000357628,456.4000000357628,0,0
1699780454.281,http://localhost:3000/,856.9000000357628,923.5,752.1000000238419,752.1000000238419,0,0
1699780474.927,http://localhost:3000/,876.1999999880791,1170.199999988079,756,756,0,0
1699780573.351,http://localhost:3000/,509.10000002384186,691.2000000476837,435.30000001192093,435.30000001192093,0,0
1699780644.901,http://localhost:3000/,742.7000000476837,886.5,739.9000000357628,739.9000000357628,0,0
1699780665.492,http://localhost:3000/,694.1000000238419,1118.300000011921,690.5,690.5,0,0
1699780683.591,http://localhost:3000/,540.2000000476837,973,540.3000000119209,540.3000000119209,0,0
1699780693.147,http://localhost:3000/register,1819.2000000476837,1846.9000000357628,1821.6000000238419,1821.6000000238419,0,0
1699780696.121,http://localhost:3000/,764.8999999761581,1148.2999999523163,782.8999999761581,782.8999999761581,0,0
1699780702.572,http://localhost:3000/campgrounds,2837.399999976158,2929.599999964237,1944.199999988079,2760.599999964237,0,61.39999997615814
1699780729.501,http://localhost:3000/,885.1999999880791,1192.8999999761581,906.1999999880791,906.1999999880791,0,1.100000023841858
1699780756.61,http://localhost:3000/,510.30000001192093,744,550.5,550.5,0,1.800000011920929
1699780843.756,http://localhost:3000/,460.7999999523163,757.3999999761581,531.1999999880791,531.1999999880791,0,3.599999964237213
1699780857.498,http://localhost:3000/,805.5,1114.5,872.8999999761581,872.8999999761581,0,0
1699780914.416,http://localhost:3000/,844.5,923.6999999880791,729.6000000238419,729.6000000238419,0,0
1699781044.487,http://localhost:3000/,820.5,976,812.3999999761581,812.3999999761581,0,0
1699781272.565,http://localhost:3000/,828.8999999761581,913.0999999642372,730,730,0,0
1699781361.293,http://localhost:3000/,787.6999999880791,954.8000000119209,771.8000000119209,771.8000000119209,0,0
1699781392.218,http://localhost:3000/,713,982.8000000119209,705.3000000119209,705.3000000119209,0,0
1699781417.752,http://localhost:3000/,662.8000000119209,979.1999999880791,674.8000000119209,674.8000000119209,0,0
1699781466.263,http://localhost:3000/,563.3999999761581,655.5,483.89999997615814,483.89999997615814,0,0
1699781528.082,http://localhost:3000/,859.1000000238419,971.6999999880791,747,747,0,0
1699781543.932,http://localhost:3000/,766.6000000238419,1034.800000011921,671.6000000238419,671.6000000238419,0,0
1699781634.41,http://localhost:3000/,554.5,607.1000000238419,429.10000002384186,429.10000002384186,0,0
1699781671.099,http://localhost:3000/,757.4000000357628,832.4000000357628,653.8000000119209,653.8000000119209,0,0
1699781707.048,http://localhost:3000/,737.1999999880791,927.5,792.5,792.5,0,0
1699781724.72,http://localhost:3000/,684.8999999761581,855.6999999880791,739.3999999761581,739.3999999761581,0,0
1699781745.46,http://localhost:3000/,546.3000000119209,688.8000000119209,447.69999998807907,447.69999998807907,0,0
1699781756.734,http://localhost:3000/,631.6999999880791,767.6000000238419,662.5,662.5,0,0
1699781860.85,http://localhost:3000/,469.39999997615814,617.5,445.39999997615814,445.39999997615814,0,0
1699781891.536,http://localhost:3000/,933.8000000119209,1150.699999988079,988.1000000238419,988.1000000238419,0,0
1699782031.756,http://localhost:3000/,877.8000000119209,1031,872.8000000119209,872.8000000119209,0,0
1699782241.809,http://localhost:3000/,774.2000000476837,928.9000000357628,762,762,0,0
1699782282.513,http://localhost:3000/,818.3000000119209,982.6000000238419,805.3999999761581,805.3999999761581,0,0
1699782321.654,http://localhost:3000/,771.9000000357628,962.8000000119209,840.1000000238419,840.1000000238419,0,0
1699782390.644,http://localhost:3000/,799.6000000238419,1008.6999999880791,801.8000000119209,801.8000000119209,0,0
1699782422.404,http://localhost:3000/,879.0999999642372,913.8999999761581,742.6999999880791,742.6999999880791,0,0
1699782496.261,http://localhost:3000/,793.6999999880791,945.5999999642372,784.0999999642372,784.0999999642372,0,0
1699782520.269,http://localhost:3000/,883.5,1072.8999999761581,867.0999999642372,867.0999999642372,0,0
1699782534.518,http://localhost:3000/,558.6999999880791,637.1999999880791,480.0999999642372,480.0999999642372,0,0
1699782564.173,http://localhost:3000/,811.5,1138.3999999761581,794.8999999761581,794.8999999761581,0,0
1699782582.721,http://localhost:3000/,788.1999999880791,1111.1000000238419,779.3000000119209,779.3000000119209,0,0
1699782808.067,http://localhost:3000/campgrounds,3118.5,3204.300000011921,2310.899999976158,2310.899999976158,0,41
1699782986.229,http://localhost:3000/campgrounds,3035.199999988079,3396.300000011921,1956.5,3205.900000035763,0,0
1699783014.363,http://localhost:3000/campgrounds,3770.600000023842,4122.100000023842,2663,3029.5,0,0
1699783101.874,http://localhost:3000/campgrounds,2977,3063.100000023842,2047.1000000238419,2996.600000023842,0,0
1699783164.705,http://localhost:3000/campgrounds,3234.5,3570.699999988079,2211.199999988079,2211.199999988079,0,0
1699783260.901,http://localhost:3000/campgrounds,3375.199999988079,3488.599999964237,2290.599999964237,0,0,0
1699783350.936,http://localhost:3000/campgrounds,3578,3926.5,2328.7999999523163,2328.7999999523163,0,0
1699783430.731,http://localhost:3000/campgrounds,2983.300000011921,3323.399999976158,2061.699999988079,2061.699999988079,0,0
1699783451.478,http://localhost:3000/campgrounds,3085.699999988079,3434.699999988079,1958.5999999642372,1958.5999999642372,0,0
1699783514.883,http://localhost:3000/campgrounds,2941.400000035763,3146.5,1910.800000011921,1910.800000011921,0,0
1699783523.96,http://localhost:3000/campgrounds,3196.5,3522.900000035763,2062.400000035763,2062.400000035763,0,0
1699783545.459,http://localhost:3000/campgrounds,2777.7999999523163,3175.7999999523163,1986.0999999642372,0,0,0
1699783558.005,http://localhost:3000/campgrounds,2887.699999988079,3181.199999988079,1911.0999999642372,2044.3999999761581,0,0
1699783722.572,http://localhost:3000/campgrounds,3367.600000023842,3710.300000011921,2512.5,2512.5,0,5.399999976158142
1699783788.495,http://localhost:3000/campgrounds,3216.100000023842,3317.699999988079,2441.800000011921,2441.800000011921,0,0
1699783812.617,http://localhost:3000/campgrounds,3263.899999976158,3564.5,2455.899999976158,2455.899999976158,0,0
1699783831.439,http://localhost:3000/campgrounds,2639.7000000476837,2959.800000011921,1840.800000011921,1840.800000011921,0,6.800000011920929
1699783836.095,http://localhost:3000/login,1166.6000000238419,1936.5,1045.6000000238419,2278.5,0,0
1699783863.899,http://localhost:3000/campgrounds#first,2759,3129.7999999523163,1921.0999999642372,1921.0999999642372,0,51.09999996423721
1699783880.898,http://localhost:3000/campgrounds#first,2913.699999988079,3011.300000011921,2168.5,2168.5,0,4.200000047683716
1699783886.657,http://localhost:3000/,721.3000000119209,835.3000000119209,662.8000000119209,662.8000000119209,0,0
1699784915.538,http://localhost:3000/campgrounds,2836.899999976158,3185.600000023842,1973.199999988079,1973.199999988079,0,2.599999964237213
1699784958.912,http://localhost:3000/campgrounds#first,3538.899999976158,3912.899999976158,2542.699999988079,3392.399999976158,0.0937792730318804,6.600000023841858
1699784959.811,http://localhost:3000/campgrounds/62f258f9b39a6bc193f2d6bf,1032.5999999642372,1740.8999999761581,891.7999999523163,891.7999999523163,0.000017488747605643885,0
1699785112.688,http://localhost:3000/campgrounds#first,2953,3266.300000011921,2329.600000023842,2329.600000023842,0.0016266375545084281,57.19999998807907
1699785670.301,http://localhost:3000/campgrounds#first,7637.400000035763,8654.300000011921,6643.5,6643.5,0,8.099999964237213
1699785754.436,http://localhost:3000/campgrounds#first,3958.300000011921,4075.900000035763,2920,2920,0,4.300000011920929
1699786536.825,http://localhost:3000/campgrounds#first,5907.600000023842,6256.199999988079,4378.5,4378.5,0,3.299999952316284
1699786648.897,http://localhost:3000/campgrounds#first,5538.400000035763,5927.400000035763,4636.900000035763,4636.900000035763,0,1.5
1699786714.99,http://localhost:3000/campgrounds#first,3368.399999976158,3911.100000023842,2609.699999988079,2609.699999988079,0.05419519874065328,5
1699787027.361,http://localhost:3000/campgrounds#first,6812.199999988079,7130,6023.899999976158,6023.899999976158,0.05016910396314951,2.5
1699787049.457,http://localhost:3000/campgrounds#first,5622.199999988079,5717.100000023842,4496.400000035763,4496.400000035763,0,1.199999988079071
1699787063.291,http://localhost:3000/campgrounds#first,3138.800000011921,3475.2000000476837,2356.100000023842,2356.100000023842,0,0
1699787092.183,http://localhost:3000/campgrounds#first,2728.800000011921,3036.099999964237,3313.099999964237,3313.099999964237,0,2.100000023841858
1699787188.559,http://localhost:3000/campgrounds#first,4397.600000023842,4578.100000023842,3333.699999988079,3333.699999988079,0,5.5
1699787191.82,http://localhost:3000/campgrounds/62f258ffb39a6bc193f2d7d2,2234.699999988079,2272,1887,2053.600000023842,0,0
1699787335.633,http://localhost:3000/campgrounds#first,4955.5,5560.399999976158,3859.5,3859.5,0,0
1699787344.4,http://localhost:3000/campgrounds#first,3627.800000011921,3707.800000011921,2716.7000000476837,2716.7000000476837,0,0
1699787477.355,http://localhost:3000/campgrounds#first,2997.800000011921,3525.5,1818.800000011921,1935.3999999761581,0,0
1699787576.615,http://localhost:3000/campgrounds#first,3465.5,3557.100000023842,2358,2358,0,128.5999999642372
1699787594.087,http://localhost:3000/campgrounds#first,3056.399999976158,3603,1991.3999999761581,1991.3999999761581,0,0
1699787611.795,http://localhost:3000/campgrounds#first,3054.300000011921,3628.2000000476837,2129.600000023842,2129.600000023842,0,0
1699787634.702,http://localhost:3000/campgrounds#first,2848.300000011921,3381.300000011921,1950.6000000238419,1950.6000000238419,0,0
1699787718.959,http://localhost:3000/campgrounds#first,2861,3451.199999988079,1868.699999988079,0,0.000024123124427075796,0
1699787815.5,http://localhost:3000/campgrounds#first,4143.099999964237,4789.099999964237,2967.099999964237,0,0,0
1699787904.376,http://localhost:3000/campgrounds#first,3957.2999999523163,4042.7999999523163,2786.899999976158,2786.899999976158,0,0
1699787924.383,http://localhost:3000/campgrounds#first,3458.199999988079,3575.199999988079,2404.600000023842,2404.600000023842,0,0
1699787969.298,http://localhost:3000/campgrounds#first,3161.7000000476837,3824,2191.600000023842,2191.600000023842,0,0
1699787995.44,http://localhost:3000/campgrounds#first,3457.399999976158,4135.199999988079,2255.600000023842,2255.600000023842,0,0
1699788062.514,http://localhost:3000/campgrounds#first,3233.899999976158,3967.699999988079,2268.800000011921,2268.800000011921,0,19.399999976158142
1699788149.439,http://localhost:3000/campgrounds#first,3844.100000023842,4902.800000011921,2635.600000023842,2635.600000023842,0,0
1699788181.587,http://localhost:3000/campgrounds#first,3530.5,4189.300000011921,2368,2368,0,0
1699788263.781,http://localhost:3000/campgrounds#first,3332.399999976158,3952.600000023842,2284.899999976158,2284.899999976158,0,0
1699788317.252,http://localhost:3000/campgrounds#first,3650.800000011921,3906.300000011921,2474.100000023842,2474.100000023842,0,0
1699788348.297,http://localhost:3000/campgrounds#first,2982.399999976158,3678.899999976158,1961.5,1961.5,0,0
1699788368.608,http://localhost:3000/campgrounds#first,3067.5,3605.300000011921,1935.5,1952,0,0
1699788689.16,http://localhost:3000/campgrounds#first,3559.900000035763,4114.700000047684,2306.800000011921,2323.7000000476837,0,0
1699788717.749,http://localhost:3000/campgrounds#first,3274,4011.899999976158,2181.300000011921,2181.300000011921,0,0
1699788937.165,http://localhost:3000/campgrounds#first,3630.399999976158,4644.399999976158,2107.5,2107.5,0.06509842621912652,52.299999952316284
1699788967.19,http://localhost:3000/campgrounds#first,3648.5,4327.299999952316,2428.399999976158,2428.399999976158,0,0
1699789006.655,http://localhost:3000/campgrounds#first,3417.699999988079,3949.7999999523163,2174.699999988079,2174.699999988079,0,0
1699789029.021,http://localhost:3000/campgrounds#first,3079.800000011921,3679.399999976158,2028.8999999761581,2028.8999999761581,0,0
1699789192.442,http://localhost:3000/campgrounds#first,3109.5,3686.199999988079,2233.399999976158,2233.399999976158,0,0
1699789253.489,http://localhost:3000/campgrounds#first,3269.400000035763,3831.2000000476837,2193.2000000476837,2193.2000000476837,0,0
1699789342.735,http://localhost:3000/campgrounds#first,3691,4226.399999976158,2343.800000011921,2343.800000011921,0,0
1699789426.166,http://localhost:3000/campgrounds#first,3612.399999976158,4225.199999988079,2103.699999988079,2103.699999988079,0,0
1699789453.808,http://localhost:3000/campgrounds#first,3568.300000011921,4171.900000035763,2171.300000011921,2171.300000011921,0,0
1699789479.894,http://localhost:3000/campgrounds#first,3549.099999964237,4274.399999976158,2666.899999976158,2666.899999976158,0,0
1699789544.265,http://localhost:3000/campgrounds#first,4162.599999964237,4925,3020.399999976158,3020.399999976158,0,0
1699789750.388,http://localhost:3000/campgrounds#first,5551.700000047684,6169.900000035763,2126.800000011921,2126.800000011921,0,0
1699789796.956,http://localhost:3000/campgrounds#first,3447.300000011921,4150.800000011921,2394.899999976158,2394.899999976158,0,0
1699789886.925,http://localhost:3000/campgrounds#first,3142.199999988079,3238.400000035763,2200.699999988079,2200.699999988079,0,10.399999976158142
1699789935.618,http://localhost:3000/campgrounds#first,3321.199999988079,3854.5,2391.5,2391.5,0,38.89999997615814
1699789956.184,http://localhost:3000/campgrounds#first,5333.5,5559.699999988079,2821.400000035763,0,0,0
1699789998.039,http://localhost:3000/campgrounds#first,3922.899999976158,4531.299999952316,2372.699999988079,2372.699999988079,0,0
1699790511.567,http://localhost:3000/campgrounds#first,3596.5,4173.199999988079,2806,2806,0.000026095353868659378,7.699999988079071
1699790560.402,http://localhost:3000/campgrounds#first,3769.5,3849.699999988079,2611.699999988079,3561.399999976158,0.00866012147276294,0
1699790714.622,http://localhost:3000/campgrounds#first,3625.300000011921,4227.900000035763,2336.600000023842,2336.600000023842,0,0
1699790729.566,http://localhost:3000/campgrounds#first,3448.099999964237,4084.300000011921,2325.699999988079,2325.699999988079,0,0
1699790769.77,http://localhost:3000/campgrounds#first,3035.699999988079,3593.099999964237,2156.099999964237,8253.699999988079,0,0
1699790789.443,http://localhost:3000/campgrounds#first,3749.699999988079,4361.899999976158,2735.199999988079,2735.199999988079,0,0
1699790829.71,http://localhost:3000/campgrounds#first,3199.7000000476837,3908.400000035763,2157.2000000476837,2157.2000000476837,0,0
1699790858.676,http://localhost:3000/campgrounds#first,2916.899999976158,3440.199999988079,1990.0999999642372,1990.0999999642372,0,0
1699790890.097,http://localhost:3000/campgrounds#first,3484.399999976158,4098.5,2388.099999964237,2388.099999964237,0,5.599999964237213
1699790907.164,http://localhost:3000/,908,1382.300000011921,950.2000000476837,950.2000000476837,0,0
1699790920.86,http://localhost:3000/campgrounds,3195.699999988079,3809.5,2062.899999976158,2062.899999976158,0.000049535967176699914,0
1699791121.715,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1656.6000000238419,1686.4000000357628,1371,0,0.525375661135336,0
1699791216.868,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,4762.599999964237,4814.899999976158,4705.300000011921,4705.300000011921,0,4.800000011920929
1699791251.385,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,5410.599999964237,5592.300000011921,5357.899999976158,5357.899999976158,0,1
1699791320.674,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,2502.699999988079,2587,2327,2327,0,0
1699791339.668,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1750.699999988079,1850.5999999642372,1658.5,1658.5,0,0
1699791373.168,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1737,1820.7999999523163,1672.0999999642372,1672.0999999642372,0,0
1699791450.368,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1546.300000011921,1752.4000000357628,1541.699999988079,1541.699999988079,0,0
1699791474.642,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1966.5,2125.600000023842,1827.6000000238419,1827.6000000238419,0,0
1699791484.495,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1993.7999999523163,2031.3999999761581,1752.199999988079,1752.199999988079,0,0
1699791559.321,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1335.1000000238419,1466.699999988079,1087.4000000357628,1153.699999988079,0,0
1699791574.252,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,2099,2274.699999988079,2045,2045,0,0
1699791592.425,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1348.699999988079,1388.4000000357628,1110.4000000357628,1110.4000000357628,0,0
1699791626.106,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1523.8999999761581,1557.6000000238419,1216.5,1466.3999999761581,0,0
1699791805.659,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1989.8999999761581,2136.099999964237,1816.8999999761581,1816.8999999761581,0,0
1699791863.528,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1593.3999999761581,1719,1479.0999999642372,1479.0999999642372,0,0
1699791874.662,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1708.5999999642372,1842.3999999761581,1605.5,1605.5,0,0
1699791939.897,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1340.2000000476837,1425.7000000476837,1174.800000011921,1174.800000011921,0,0
1699792098.37,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1719,1807.5,1603.8999999761581,1603.8999999761581,0.00003194084555403393,0
1699792148.096,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1300.1000000238419,1318.3999999761581,1290.6000000238419,1290.6000000238419,0,0
1699792157.476,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1413.1000000238419,1432.1000000238419,1507.199999988079,1507.199999988079,0,0
1699792217.116,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1354.7999999523163,1367.0999999642372,1088.699999988079,1088.699999988079,0,0
1699792364.994,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1944.199999988079,2016.5,1846.5,1846.5,0,0
1699792459.569,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1984.5999999642372,2066.199999988079,1763.7999999523163,1763.7999999523163,0,0
1699792469.186,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1643.9000000357628,1685.300000011921,1471.5,1471.5,0,0
1699792479.022,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1280.3999999761581,1292.3999999761581,1078.5,1078.5,0,0
1699792502.722,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1344,1363.699999988079,1110.699999988079,1110.699999988079,0,0
1699792556.751,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1539.8999999761581,1564.800000011921,1137.3999999761581,1137.3999999761581,0,0
1699792587.36,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1864.3999999761581,1932,1837.2999999523163,1837.2999999523163,0,0
1699792598.241,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1701.699999988079,1818.3999999761581,1575.8999999761581,1575.8999999761581,0,0
1699792676.271,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1242.5,1259.199999988079,1027.699999988079,1077.3999999761581,0,0
1699792698.497,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1528.8999999761581,1719,1553.0999999642372,1553.0999999642372,0,0
1699792712.17,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1200.199999988079,1234.300000011921,1070.9000000357628,1070.9000000357628,0,0
1699792730.425,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1415.199999988079,1430.300000011921,1256.3999999761581,1256.3999999761581,0,0
1699792752.999,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1285.199999988079,1407.699999988079,1123.699999988079,1123.699999988079,0,2.699999988079071
1699792819.56,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1306,1378.7999999523163,1090.7999999523163,1090.7999999523163,0,0
1699792953.585,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1740,1822.199999988079,1616.800000011921,1616.800000011921,0,2.599999964237213
1699792981.439,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1784.199999988079,1892.800000011921,1677.8999999761581,1677.8999999761581,0,8
1699793000.589,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1462.5999999642372,1742.199999988079,1120,1169.8999999761581,0,48.80000001192093
1699793020.849,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1896,1911,1368.8999999761581,1368.8999999761581,0.000026283597470483006,24.899999976158142
1699793037.494,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1385.5999999642372,1399,1117.3999999761581,1117.3999999761581,0,4.099999964237213
1699793089.374,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1474.1000000238419,1493.1000000238419,1323.300000011921,1323.300000011921,0,1.0999999642372131
1699793116.71,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1757.6000000238419,1851.199999988079,1693.4000000357628,1693.4000000357628,0,1.4000000357627869
1699793144.417,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1348,1441.3999999761581,1102.699999988079,1102.699999988079,0,3.900000035762787
1699793185.067,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1326.2999999523163,1381.2999999523163,1104.699999988079,1371.199999988079,0,2.399999976158142
1699793227.445,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1929.699999988079,1971.300000011921,1839.1000000238419,1839.1000000238419,0,3.199999988079071
1699793247.895,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,2066.199999988079,2896.5,1618.5999999642372,0,0,50.200000047683716
1699793284.885,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1271.5,1328.300000011921,1109.199999988079,1109.199999988079,0,2.699999988079071
1699793306.711,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1975,2092.699999988079,1870.199999988079,1870.199999988079,0,1
1699793321.89,http://localhost:3000/campgrounds/62f258eeb39a6bc193f2d4fa,1563.199999988079,1578.699999988079,1321,1321,0,2.300000011920929
